state,year,month,outage_count,max_outage_duration,customer_weighted_hours
Alabama,2017,0,1289,69.0,3727812.25
Alabama,2017,1,60,7.75,98184.0
Alabama,2017,2,21,4.5,30020.5
Alabama,2017,3,49,3.5,40264.75
Alabama,2017,4,62,10.75,75301.0
Alabama,2017,5,122,24.25,644805.0
Alabama,2017,6,111,10.0,172347.5
Alabama,2017,7,98,4.75,82547.0
Alabama,2017,8,54,7.25,47632.75
Alabama,2017,9,58,13.75,64128.25
Alabama,2017,10,277,16.25,276340.0
Alabama,2017,11,76,23.5,86622.25
Alabama,2017,12,301,69.0,2109619.25
Alaska,2017,0,202,10.25,357224.0
Alaska,2017,1,7,7.5,11678.5
Alaska,2017,2,5,3.0,3210.5
Alaska,2017,3,10,5.75,22322.5
Alaska,2017,4,15,10.0,25723.25
Alaska,2017,5,23,6.5,27372.75
Alaska,2017,6,25,4.75,72406.25
Alaska,2017,7,35,10.0,83292.0
Alaska,2017,8,12,4.5,15893.25
Alaska,2017,9,20,10.25,29977.25
Alaska,2017,10,8,4.5,27222.5
Alaska,2017,11,13,4.5,10779.0
Alaska,2017,12,29,7.25,27346.25
Arizona,2017,0,1198,47.5,2876396.0
Arizona,2017,1,48,24.25,132548.25
Arizona,2017,2,37,8.25,47081.75
Arizona,2017,3,71,15.5,119858.75
Arizona,2017,4,82,24.75,205278.75
Arizona,2017,5,110,16.0,133846.25
Arizona,2017,6,136,47.5,249938.5
Arizona,2017,7,198,25.75,653940.75
Arizona,2017,8,167,30.25,492047.5
Arizona,2017,9,114,42.5,350024.25
Arizona,2017,10,106,33.75,264923.0
Arizona,2017,11,39,9.75,54677.0
Arizona,2017,12,90,14.0,172231.25
Arkansas,2017,0,2005,82.25,6082156.0
Arkansas,2017,1,98,13.75,141536.25
Arkansas,2017,2,66,16.5,69569.75
Arkansas,2017,3,208,45.0,844642.75
Arkansas,2017,4,316,70.75,2382986.75
Arkansas,2017,5,292,43.5,771204.5
Arkansas,2017,6,212,82.25,437863.75
Arkansas,2017,7,245,30.5,470131.75
Arkansas,2017,8,182,50.25,333500.75
Arkansas,2017,9,111,14.0,125242.75
Arkansas,2017,10,145,51.0,372165.75
Arkansas,2017,11,25,7.0,38953.25
Arkansas,2017,12,105,7.25,94358.0
California,2017,0,4917,177.75,31298962.25
California,2017,1,416,118.5,3309496.75
California,2017,2,373,44.75,1979550.5
California,2017,3,428,58.75,2070134.75
California,2017,4,350,95.25,2223643.25
California,2017,5,480,43.0,2258176.5
California,2017,6,503,101.5,2629557.75
California,2017,7,481,100.25,2986036.75
California,2017,8,478,177.75,4710036.75
California,2017,9,483,95.75,2347529.5
California,2017,10,434,81.0,2464539.75
California,2017,11,140,30.0,491034.75
California,2017,12,351,119.0,3829225.25
Colorado,2017,0,1474,66.25,3251956.75
Colorado,2017,1,12,66.25,272207.5
Colorado,2017,2,19,4.0,18783.75
Colorado,2017,3,54,20.0,213169.75
Colorado,2017,4,120,14.0,188313.0
Colorado,2017,5,191,19.25,424363.0
Colorado,2017,6,182,11.75,289577.75
Colorado,2017,7,215,9.5,308157.25
Colorado,2017,8,183,15.0,316036.5
Colorado,2017,9,155,12.5,257119.25
Colorado,2017,10,158,40.75,627002.5
Colorado,2017,11,55,4.25,50121.5
Colorado,2017,12,130,45.75,287105.0
Connecticut,2017,0,1210,52.75,5992072.25
Connecticut,2017,1,92,20.75,152620.5
Connecticut,2017,2,89,22.0,127178.25
Connecticut,2017,3,120,17.5,208689.5
Connecticut,2017,4,83,6.0,64410.25
Connecticut,2017,5,118,7.75,90084.5
Connecticut,2017,6,145,10.0,142810.0
Connecticut,2017,7,125,29.25,131300.0
Connecticut,2017,8,106,11.0,116615.0
Connecticut,2017,9,111,9.0,128814.5
Connecticut,2017,10,128,52.75,4749397.25
Connecticut,2017,11,26,3.75,20728.25
Connecticut,2017,12,67,14.0,59424.25
Delaware,2017,0,423,61.25,1259149.0
Delaware,2017,1,32,25.25,59229.25
Delaware,2017,2,29,7.0,38939.5
Delaware,2017,3,29,61.25,644339.25
Delaware,2017,4,32,22.25,105330.5
Delaware,2017,5,36,6.75,41781.0
Delaware,2017,6,46,9.5,63887.0
Delaware,2017,7,62,6.75,79035.75
Delaware,2017,8,61,9.0,106425.0
Delaware,2017,9,27,10.5,35345.5
Delaware,2017,10,33,5.75,47529.5
Delaware,2017,11,12,6.75,11431.0
Delaware,2017,12,24,4.0,25875.75
District of Columbia,2017,0,291,9.75,349923.75
District of Columbia,2017,1,15,5.75,8931.0
District of Columbia,2017,2,14,5.5,57894.75
District of Columbia,2017,3,34,6.75,49746.0
District of Columbia,2017,4,22,4.0,46528.25
District of Columbia,2017,5,33,4.5,21551.25
District of Columbia,2017,6,29,6.0,41401.75
District of Columbia,2017,7,29,9.75,43067.5
District of Columbia,2017,8,38,8.5,26212.75
District of Columbia,2017,9,24,5.5,12166.5
District of Columbia,2017,10,24,4.75,16612.0
District of Columbia,2017,11,14,3.0,9442.0
District of Columbia,2017,12,15,4.0,16370.0
Florida,2017,0,10820,266.0,546283602.75
Florida,2017,1,757,41.75,1426792.75
Florida,2017,2,669,45.25,1282549.25
Florida,2017,3,634,17.5,817903.25
Florida,2017,4,737,17.25,895134.25
Florida,2017,5,1114,28.25,1557487.5
Florida,2017,6,1216,20.5,1472455.0
Florida,2017,7,1402,36.5,1798840.0
Florida,2017,8,1198,32.5,1345047.25
Florida,2017,9,919,266.0,532294703.25
Florida,2017,10,1150,114.25,2273897.0
Florida,2017,11,402,11.75,438767.25
Florida,2017,12,622,12.5,680026.0
Georgia,2017,0,5535,166.5,69777600.25
Georgia,2017,1,421,64.75,877968.0
Georgia,2017,2,181,11.25,149477.75
Georgia,2017,3,433,38.75,2574698.0
Georgia,2017,4,507,33.25,970575.25
Georgia,2017,5,595,25.5,937220.0
Georgia,2017,6,510,20.75,780898.0
Georgia,2017,7,657,26.5,845406.0
Georgia,2017,8,402,11.75,342942.75
Georgia,2017,9,665,166.5,53890856.0
Georgia,2017,10,404,14.5,404275.75
Georgia,2017,11,321,11.0,161318.25
Georgia,2017,12,439,100.25,7841964.5
Hawaii,2017,0,254,10.5,924699.0
Hawaii,2017,1,0,0.0,0.0
Hawaii,2017,2,16,6.25,50188.25
Hawaii,2017,3,21,4.5,57700.0
Hawaii,2017,4,12,5.5,37530.5
Hawaii,2017,5,31,4.75,361657.75
Hawaii,2017,6,18,3.25,144981.75
Hawaii,2017,7,25,7.75,33357.75
Hawaii,2017,8,24,6.5,96655.75
Hawaii,2017,9,15,10.5,18162.0
Hawaii,2017,10,33,5.0,43966.75
Hawaii,2017,11,31,5.5,47089.25
Hawaii,2017,12,28,5.0,33409.25
Idaho,2017,0,1042,77.75,2286782.25
Idaho,2017,1,103,13.25,212478.75
Idaho,2017,2,76,7.5,129382.0
Idaho,2017,3,83,56.75,133574.0
Idaho,2017,4,84,8.25,138373.75
Idaho,2017,5,76,29.75,151892.25
Idaho,2017,6,68,19.5,185359.75
Idaho,2017,7,71,11.5,182781.0
Idaho,2017,8,92,16.25,157630.75
Idaho,2017,9,87,77.75,182909.75
Idaho,2017,10,92,12.5,157531.75
Idaho,2017,11,110,12.75,130778.75
Idaho,2017,12,100,60.75,524089.75
Illinois,2017,0,2920,59.5,6837656.25
Illinois,2017,1,84,9.5,100170.5
Illinois,2017,2,179,59.5,344843.25
Illinois,2017,3,392,40.0,916490.5
Illinois,2017,4,314,27.0,505804.5
Illinois,2017,5,312,24.5,753363.25
Illinois,2017,6,293,40.0,969786.25
Illinois,2017,7,291,44.5,1758555.25
Illinois,2017,8,215,18.0,230284.75
Illinois,2017,9,184,8.0,170363.25
Illinois,2017,10,231,38.5,407364.0
Illinois,2017,11,205,10.75,246925.75
Illinois,2017,12,220,26.75,433705.0
Indiana,2017,0,2860,53.25,6081548.75
Indiana,2017,1,157,32.25,412129.25
Indiana,2017,2,92,11.25,101596.75
Indiana,2017,3,244,34.75,842501.0
Indiana,2017,4,239,36.0,678846.5
Indiana,2017,5,367,38.25,788985.75
Indiana,2017,6,296,16.75,419721.0
Indiana,2017,7,350,53.25,1179581.75
Indiana,2017,8,180,12.75,329076.25
Indiana,2017,9,147,10.25,176569.25
Indiana,2017,10,203,36.5,320234.75
Indiana,2017,11,431,8.25,620926.0
Indiana,2017,12,154,17.5,211380.5
Iowa,2017,0,1350,39.5,2394780.0
Iowa,2017,1,59,9.5,52941.25
Iowa,2017,2,85,6.0,83773.75
Iowa,2017,3,115,31.0,359154.5
Iowa,2017,4,91,6.5,97725.5
Iowa,2017,5,172,24.5,536171.0
Iowa,2017,6,189,30.0,369124.5
Iowa,2017,7,164,39.5,456752.25
Iowa,2017,8,115,11.0,136431.5
Iowa,2017,9,110,10.75,87346.5
Iowa,2017,10,104,6.5,87349.5
Iowa,2017,11,66,4.0,57139.5
Iowa,2017,12,80,6.5,70870.25
Kansas,2017,0,1168,108.0,4659091.0
Kansas,2017,1,68,104.25,539876.75
Kansas,2017,2,35,4.0,19973.5
Kansas,2017,3,89,23.0,194429.0
Kansas,2017,4,97,108.0,453090.75
Kansas,2017,5,156,25.75,242865.25
Kansas,2017,6,148,79.0,1109308.75
Kansas,2017,7,127,74.5,1559172.25
Kansas,2017,8,130,21.0,210270.25
Kansas,2017,9,94,6.75,103531.5
Kansas,2017,10,83,24.5,119520.5
Kansas,2017,11,51,6.0,31611.5
Kansas,2017,12,90,6.75,75441.0
Kentucky,2017,0,2388,82.0,4533655.0
Kentucky,2017,1,143,10.75,200299.0
Kentucky,2017,2,86,12.0,91596.25
Kentucky,2017,3,245,82.0,1701700.5
Kentucky,2017,4,208,19.75,263048.75
Kentucky,2017,5,326,31.75,530394.5
Kentucky,2017,6,226,21.5,349437.75
Kentucky,2017,7,304,44.5,526129.75
Kentucky,2017,8,170,9.75,151137.25
Kentucky,2017,9,163,12.5,179012.5
Kentucky,2017,10,146,11.75,152367.0
Kentucky,2017,11,244,14.75,259835.75
Kentucky,2017,12,127,16.25,128696.0
Louisiana,2017,0,4815,198.75,14370576.5
Louisiana,2017,1,424,52.25,1263341.0
Louisiana,2017,2,178,198.75,841856.25
Louisiana,2017,3,380,32.5,599309.25
Louisiana,2017,4,440,46.5,1708131.75
Louisiana,2017,5,543,94.0,3139267.5
Louisiana,2017,6,555,19.25,940270.25
Louisiana,2017,7,510,18.5,643325.5
Louisiana,2017,8,646,69.5,1204806.75
Louisiana,2017,9,265,12.75,279161.75
Louisiana,2017,10,385,27.5,857353.0
Louisiana,2017,11,126,16.25,101933.75
Louisiana,2017,12,363,80.75,2791819.75
Maine,2017,0,1493,144.0,30285134.75
Maine,2017,1,136,17.75,260816.0
Maine,2017,2,74,34.75,470282.75
Maine,2017,3,107,52.75,1120263.75
Maine,2017,4,75,12.75,202055.25
Maine,2017,5,107,10.25,144331.5
Maine,2017,6,127,26.5,252326.5
Maine,2017,7,106,23.5,221373.0
Maine,2017,8,113,8.25,204957.0
Maine,2017,9,140,20.25,246061.0
Maine,2017,10,196,144.0,25920051.75
Maine,2017,11,155,68.25,858784.0
Maine,2017,12,157,24.5,383832.25
Maryland,2017,0,3281,38.25,3895086.975
Maryland,2017,1,220,13.0,245789.0
Maryland,2017,2,161,18.75,316701.25
Maryland,2017,3,323,38.25,777318.225
Maryland,2017,4,229,14.0,230300.75
Maryland,2017,5,274,17.75,210929.5
Maryland,2017,6,246,7.25,214351.75
Maryland,2017,7,400,25.25,584041.5
Maryland,2017,8,653,17.5,702810.75
Maryland,2017,9,148,10.75,131605.0
Maryland,2017,10,305,17.0,208839.25
Maryland,2017,11,174,12.25,134041.5
Maryland,2017,12,148,10.0,138358.5
Massachusetts,2017,0,2314,102.5,14604674.75
Massachusetts,2017,1,183,15.75,252957.75
Massachusetts,2017,2,149,36.0,850182.0
Massachusetts,2017,3,230,40.75,1415738.0
Massachusetts,2017,4,160,8.5,156559.5
Massachusetts,2017,5,173,10.0,248773.75
Massachusetts,2017,6,224,11.25,322796.25
Massachusetts,2017,7,220,13.25,351014.0
Massachusetts,2017,8,193,16.75,244761.5
Massachusetts,2017,9,201,15.75,262152.5
Massachusetts,2017,10,207,102.5,9778628.5
Massachusetts,2017,11,211,12.0,308909.0
Massachusetts,2017,12,163,20.75,412202.0
Michigan,2017,0,4107,85.5,26428005.0
Michigan,2017,1,39,32.0,119815.75
Michigan,2017,2,17,7.5,24429.5
Michigan,2017,3,344,82.5,5217011.0
Michigan,2017,4,415,85.5,3248410.25
Michigan,2017,5,434,54.25,1518514.0
Michigan,2017,6,552,70.75,3099880.75
Michigan,2017,7,435,82.75,5889415.5
Michigan,2017,8,362,64.5,1659399.25
Michigan,2017,9,295,30.5,781725.5
Michigan,2017,10,508,55.5,2712228.0
Michigan,2017,11,273,11.75,385712.0
Michigan,2017,12,433,25.25,1771463.5
Minnesota,2017,0,1382,97.75,4118720.25
Minnesota,2017,1,20,5.75,25495.25
Minnesota,2017,2,21,7.5,50805.75
Minnesota,2017,3,58,17.0,104521.75
Minnesota,2017,4,76,8.25,103481.75
Minnesota,2017,5,115,9.25,121973.5
Minnesota,2017,6,225,97.75,1871496.0
Minnesota,2017,7,204,40.5,683845.75
Minnesota,2017,8,168,10.75,253385.75
Minnesota,2017,9,167,33.5,332157.25
Minnesota,2017,10,190,35.0,309795.0
Minnesota,2017,11,81,44.75,109121.75
Minnesota,2017,12,57,55.75,152640.75
Mississippi,2017,0,2463,83.25,8060042.75
Mississippi,2017,1,221,62.25,813012.75
Mississippi,2017,2,61,12.5,49563.0
Mississippi,2017,3,124,39.0,316623.75
Mississippi,2017,4,280,82.0,1017084.25
Mississippi,2017,5,341,63.5,857063.0
Mississippi,2017,6,366,50.25,1141073.0
Mississippi,2017,7,226,17.75,193311.75
Mississippi,2017,8,231,27.5,215519.75
Mississippi,2017,9,145,24.0,198852.0
Mississippi,2017,10,195,61.5,968117.5
Mississippi,2017,11,112,69.5,594098.5
Mississippi,2017,12,161,83.25,1695723.5
Missouri,2017,0,1833,85.5,6760428.5
Missouri,2017,1,106,22.0,208974.25
Missouri,2017,2,83,22.75,68086.5
Missouri,2017,3,282,31.75,1122148.25
Missouri,2017,4,245,37.25,535859.0
Missouri,2017,5,241,69.0,517608.0
Missouri,2017,6,175,85.5,1604299.5
